route,segment,t,v_ego,long_active,d_rel,co_radar,headway_s,ttc_s,v_lead,plan_src
data,segment_0,11159098443388,3.5625,False,21.556299209594727,False,6.050891006202028,8.586514619701989,1.0520169734954834,e2e
data,segment_0,11159148641639,3.546875,False,21.51255989074707,False,6.065215123382434,8.803487277074147,1.1032344102859497,e2e
data,segment_0,11159198607033,3.546875,False,21.851890563964844,False,6.160885445346916,7.661392167252597,0.6946662068367004,e2e
data,segment_0,11159248451077,3.517027462698989,False,21.764013290405273,False,6.1881840620327235,7.18564208004068,0.5024304986000061,e2e
data,segment_0,11159298576518,3.515625,False,21.853958129882812,False,6.216236979166666,7.56717810380991,0.6276319622993469,e2e
data,segment_0,11159348702220,3.5,False,20.647401809692383,False,5.899257659912109,6.84880918958461,0.5008817911148071,e2e
data,segment_0,11159398491734,3.5,False,20.26502227783203,False,5.790006365094866,6.573329829523352,0.417084276676178,e2e
data,segment_0,11159448431243,3.484375,False,21.600496292114258,False,6.1992455726247195,6.696043934196265,0.2585156559944153,e2e
data,segment_0,11159498503561,3.484375,False,20.832761764526367,False,5.978909205962724,6.387322042055669,0.22279495000839233,e2e
data,segment_0,11159548374062,3.46875,False,20.504249572753906,False,5.91113501196509,6.501878528407077,0.31516146659851074,e2e
data,segment_0,11159599735818,3.453125,False,20.562353134155273,False,5.954708599936369,6.484571833985176,0.2821594774723053,e2e
data,segment_0,11159648681141,3.453125,False,20.43841552734375,False,5.9188171662895925,6.574296010984548,0.34428781270980835,e2e
data,segment_0,11159706910022,3.4375,False,19.199443817138672,False,5.585292746803978,6.3106227108523525,0.3950991928577423,e2e
data,segment_0,11159748509849,3.425578537954959,False,18.342105865478516,False,5.354454922650407,6.066015902202402,0.41375166177749634,e2e
data,segment_0,11159798484513,3.40625,False,18.242738723754883,False,5.35566641431336,5.906710894927516,0.31777340173721313,e2e
data,segment_0,11159848412096,3.40625,False,18.03577995300293,False,5.294907876110952,5.820538172197806,0.3076053857803345,cruise
data,segment_0,11159898513736,3.40625,False,17.69473648071289,False,5.194785021860665,5.731140783993817,0.31877797842025757,cruise
data,segment_0,11159949331603,3.3792793316097267,False,17.614927291870117,False,5.212628363420674,5.984801293608958,0.4473482370376587,cruise
data,segment_0,11159998679672,3.390625,False,16.952373504638672,False,4.9997783608150925,5.685261725390233,0.4088144600391388,cruise
data,segment_0,11160048566579,3.375,False,16.296667098999023,False,4.828642103407118,5.392437274707575,0.35286614298820496,cruise
data,segment_0,11160098640408,3.375,False,15.61007308959961,False,4.625206841362847,5.147883474058708,0.3426717221736908,cruise
data,segment_0,11160148764599,3.375,False,15.72353744506836,False,4.6588259096498845,5.222745215059026,0.36441144347190857,cruise
data,segment_0,11160198465261,3.375,False,15.926115036010742,False,4.718848899558738,5.264598472407442,0.34986618161201477,cruise
data,segment_0,11160248704605,3.359375,False,16.356155395507812,False,4.868809047965116,5.276358686038194,0.2594805657863617,cruise
data,segment_0,11160298517608,3.34375,False,15.689962387084961,False,4.692325199875876,5.090024758467651,0.26125776767730713,cruise
data,segment_0,11160348565395,3.34375,False,16.122159957885742,False,4.821580548152745,5.2356543224558845,0.26444825530052185,e2e
data,segment_0,11160399964077,3.328125,False,15.603155136108398,False,4.688271965779049,5.059081623179434,0.24393773078918457,e2e
data,segment_0,11160449335896,3.328125,False,14.844411849975586,False,4.460292762433979,4.723032876757635,0.18514211475849152,lead0
data,segment_0,11160499596385,3.3125,False,15.165069580078125,False,4.578134212853773,4.7677726397367755,0.13175486028194427,cruise
data,segment_0,11160549561987,3.299830833199938,False,14.471701622009277,False,4.3855889448659,4.619180536994521,0.17954136431217194,lead0
data,segment_0,11160599243744,3.296875,False,12.942358016967773,False,3.925644137848045,4.187596659067654,0.20623405277729034,lead0
data,segment_0,11160649621261,3.2874938434202923,False,12.088647842407227,False,3.677162123543403,3.9537176832953196,0.2393355369567871,lead0
data,segment_0,11160699680297,3.28125,False,11.576117515563965,False,3.5279596237909225,3.8250609953527723,0.2548622786998749,lead0
data,segment_0,11160754183360,3.28125,False,12.163013458251953,False,3.7068231491815475,4.031341742179519,0.26413694024086,lead0
data,segment_0,11160804125057,3.265625,False,21.049999237060547,True,6.445932780726674,32.24429233916766,2.6127963066101074,lead0
data,segment_0,11160858488488,3.25,False,11.80774974822998,False,3.6331537686861477,3.918720867419674,0.236835777759552,e2e
